,beer_id,beer_name,abv,ibu,text,ibu_style_mean,bitter,style_name,brewery_name,city,state,country
1010,4668,Kirin Light,3.31,10.0,"From Kirin's Site:

With just 95 calories and full-flavor, Kirin Light is one of the few great world-class Lights.

You might think Kirin Light would be a lightweight contender, content to let his sturdier siblings steal the show. But this fitness-minded ",11.5,0,American-Style Light Lager,"Kirin Brewery Company, Ltd",,,Japan
1011,4669,Chateau Jiahu,9.5,10.0,"9000 year old Chateau Jiahu stands apart as the most ancient, chemically-attested alcoholic beverage in the world. Its recreation is based on painstaking excavation by Chinese archaeologists of Jiahuin the Yellow River basin, state-of-the-art microanalysi",37.5,0,Herb and Spice Beer,Dogfish Head Craft Brewery,Milton,Delaware,United States
1012,4670,Pipe Organ Pale Ale,4.9,10.0,"When the British introduced draught pale ale to America, the Pipe Organ Pale Ale is what they had intended. It is truly British in character. Brewed with pale ale malt and a touch of caramel malt, it has a light copper color and subtle body. The maltiness",15.0,0,American-Style Pale Ale,The Church Brew Works,Pittsburgh,Pennsylvania,United States
1013,4671,Pious Monk Dunkel,5.2,10.0,"Gold Medal Winner of the Great American Beer Festival. Our beer is fairly dark in color, but doní¢äåä¢t be afraid. It is a perfect example that dark beers are not always strong beers. The body is surprisingly mellow, and the alcohol content is a bit low",,0,Undefined-Ignore,The Church Brew Works,Pittsburgh,Pennsylvania,United States
1014,4672,Millennium Trippel,9.0,10.0,A Belgian Trippel is a very special type of beer. A Belgian Trippel could be called the beer version of a Champagne. It is very light in color and highly carbonated giving an appearance similar to Champagne. The flavor is somewhat sweet and malty as well ,22.5,0,Belgian-Style Tripel,The Church Brew Works,Pittsburgh,Pennsylvania,United States
1015,4673,Celestial Gold,4.1,10.0,"This beer is golden in color with a light bubbly effervescence. The light body makes this lager beer appropriate for a business lunch or your evening sipping beer. The light malt flavor also accentuates the hop flavor. From the start, you will notice a fi",20.0,0,German-Style Pilsener,The Church Brew Works,Pittsburgh,Pennsylvania,United States
1016,4674,Blast Furnace Oatmeal Stout,4.8,10.0,"Stouts have typically been a staple beverage in the UK.  There are many variations of stouts available. You can find dry stouts, milk stouts, Imperial stouts, American stouts, and even stouts made with oats.

At the Church Brew Works we have crafted delic",24.0,0,Oatmeal Stout,The Church Brew Works,Pittsburgh,Pennsylvania,United States
1017,4675,Church Brew Oktoberfest,5.2,10.0,Our Oktoberfest is a light amber colored beer.  It is malty in both flavor and aroma making it a delicate beer which is very drinkable. The hop bitterness is kept low to accentuate the maltiness.  Notice the crisp clean character and enjoy.  We brewed thr,26.0,0,German-Style Oktoberfest,The Church Brew Works,Pittsburgh,Pennsylvania,United States
1018,4676,Mad Brewer Maibock,7.0,10.0,"A bock beer is required by German law to start at 17íÁPlato.   For those who are interested, íÁPlato is a measurement of the sugar content before fermentation.  It is a very malty lager beer with medium hop bitterness.  A maibock is a light to amber c",25.0,0,German-Style Heller Bock/Maibock,The Church Brew Works,Pittsburgh,Pennsylvania,United States
1019,4677,Heavenly Hefeweizen,4.5,10.0,"Ií¢äåä¢m sure everyone here knows, Pittsburgh has some humid summers.  What can you do to escape the heat and enjoy yourself?  Well Ií¢äåä¢ve got the answer.  How about a light thirst quenching Hefe Weizen (pronounced hefa Vite zen) in the cool enviro",15.0,0,South German-Style Hefeweizen,The Church Brew Works,Pittsburgh,Pennsylvania,United States
1020,4678,Scratch #12 2008,6.5,10.0,"In our never-ending pursuit of answering the burning question of whatí¢äåä¢s new, we present Scratch #12-2008, an IPA.
 
The IPA is a fickle beast; too much malt and you veer into a high-octane hopbomb, while too little hops can question a beerí¢äåä¢s",82.5,0,American-Style India Pale Ale,Troegs Brewing,Harrisburg,Pennsylvania,United States
1021,4679,Jupiler,5.2,10.0,"Jupiler is the most famous and most popular beer in Belgium. This delicious lager is brewed with the finest ingredients (malt, maize, water, hop, yeast), using undisputed craftsmanship, ensuring an outstanding beer quality. Jupiler offers refreshment on a",20.0,0,German-Style Pilsener,InBev,Leuven,,Belgium
1022,4680,Trappist Westvleteren 12,11.2,10.0,This Belgian beer has an everlasting tast.  It has been choosen as the best beer in the world for several years!,25.0,0,Belgian-Style Quadrupel,Brouwerij Abdij Saint Sixtus,Westvleteren,West-Vlaanderen,Belgium
1023,4682,Kate The Great Russian Imperial Stout,9.5,10.0,The granddaddy of stouts.  Intended for export to the Imerial Court of Russia's Catherine the Great.  Jet black.  Full-bodied.  Very strong.,42.5,0,American-Style Imperial Stout,Portsmouth Brewery,Portsmouth,New Hampshire,United States
1024,4683,Dark Lord Russian Imperial Stout,13.0,10.0,"Gargantuan Russian Stout brewed with coffee, molasses, and honey.",42.5,0,American-Style Imperial Stout,Three Floyds Brewing,Munster,Indiana,United States
1025,4684,Light Weight,4.33,10.0,"Our lightest beer, and our Bronze Medal Winner 2006 World Beer Cup German pilsner malt and American hops give this brew a light, crisp finish. Made with the light beer drinker in mind.",35.0,0,Golden or Blonde Ale,The Alchemist,Waterbury,Vermont,United States
1026,4685,Donovan's Red,5.16,10.0,"Named after Donovan's, a 19th century Irish restaurant in downtown Waterbury. This medium-bodied, red-colored ale has a nice hop flavor and aroma.",55.0,0,American-Style Amber/Red Ale,The Alchemist,Waterbury,Vermont,United States
1027,4686,Pappy's Porter,5.42,10.0,"This dark mahogany ale has agreat and delicious malt depth, yet is balanced with supple, energizing bitterness.",36.0,0,Porter,The Alchemist,Waterbury,Vermont,United States
1028,4687,Holy Cow IPA,5.16,10.0,For hops lovers - this bitter ale is pale colored and made with a blend of 6 different malts and 5 different hops. This ale is dry-hopped for extra flavor and aroma.,82.5,0,American-Style India Pale Ale,The Alchemist,Waterbury,Vermont,United States
1029,4689,Broken Spoke,5.0,10.0,An American pale ale made entirely with amarillo hops.,15.0,0,American-Style Pale Ale,The Alchemist,Waterbury,Vermont,United States
1030,4690,El Jefe,5.7,10.0,"Our holiday ale. This I.D.A., India Dark Ale, is crisp, bitter and overflowing with the aroma of spruce. Perfect for the holidays.",82.5,0,American-Style India Pale Ale,The Alchemist,Waterbury,Vermont,United States
1031,4691,Heady Topper,8.0,10.0,"Is our double I.P.A.! Loaded with hops, this one will put hair on your chest.",35.0,0,Imperial or Double India Pale Ale,The Alchemist,Waterbury,Vermont,United States
1032,4692,Heathen,6.9,10.0,An american IPA brewed with a blend of 3 base malts and a multitude of hops.,82.5,0,American-Style India Pale Ale,The Alchemist,Waterbury,Vermont,United States
1033,4693,Hellbrook,8.0,10.0,This American double red ale is packed with enough hops to balance the full malty body.,55.0,0,American-Style Amber/Red Ale,The Alchemist,Waterbury,Vermont,United States
1034,4695,Mortal Sin,6.66,10.0,This I.P.A. is so rich and delicious that you'll need to confess after drinking one! Generously dry-hopped for your olefactory pleasure.,82.5,0,American-Style India Pale Ale,The Alchemist,Waterbury,Vermont,United States
1035,4696,Piston Bitter,5.0,10.0,A full bodied special bitter brewed with British malt and American hops,25.0,0,Extra Special Bitter,The Alchemist,Waterbury,Vermont,United States
1036,4698,Revitalization Rye,6.5,10.0,This IPA is brewed with 35% rye malt. The crisp malt character is layered with Warrior hops. Dry-hopped with Warrior and Simcoe.,37.5,0,American Rye Ale or Lager,The Alchemist,Waterbury,Vermont,United States
1037,4699,Shut The Hell Up,3.3,10.0,"An American mild ale brewed with Horizon hops. The crisp, bitter finish is helpd up by a balanced malt body.",17.0,0,English-Style Pale Mild Ale,The Alchemist,Waterbury,Vermont,United States
1038,4700,St. Bernardus Witbier,5.5,10.0,"This traditional Witbier (Wheat beer) has been developed in cooperation with Master Brewer Pierre Celis, the Godfather of Hoegaarden and Celis White. 

This beer as well has a second fermentation in the bottle, giving this beer its specific taste (5.5% al",17.0,0,Belgian-Style White,Brouwerij St. Bernardus,Watou,West-Vlaanderen,Belgium
1039,4702,Chimay Dorí©e,4.8,10.0,"Brewed from very similar ingredients as the Red, but paler and spiced differently. It is intended only to be drunk at the abbey or at the nearby inn Auberge de Poteauprí© which is associated with the abbey. The monks themselves drink this variety rather",30.0,0,Other Belgian-Style Ales,Chimay (Abbaye Notre Dame de Scourmont),Chimay,,Belgium
1040,4708,The Abyss,11.0,10.0,"The Abyss has immeasurable depth inviting you to explore and discover its rich, complex profile. Hints of molasses, licorice and other alluring flavors draw you in further and further with each sip. And at 11% alcohol by volume, you will want to slowly sa",42.5,0,American-Style Imperial Stout,Deschutes Brewery,Bend,Oregon,United States
1041,4709,Green Lakes Organic Ale,5.2,10.0,"Discover Deschutes Breweryí¢äåä¢s intriguing amber ale, our Ode to Mother Earth. Experience its mellow malt profile intertwined with subtly surprising hop flavors. Green Lakes Organic Ale is brewed with five types of 100% organic malted barley and balan",55.0,0,American-Style Amber/Red Ale,Deschutes Brewery,Bend,Oregon,United States
1042,4710,Bachelor Bitter,5.4,10.0,"\The Traditional British Pint\"" lives on at Deschutes Brewery & Public House.  One of the original three packaged beers",34.0,0,Ordinary Bitter,Deschutes Brewery,Bend,Oregon,United States
1043,4711,Twilight Ale,5.0,10.0,"Stretching the longer summer days into Twilight!  There is something magical about the time of day that falls between light and dark, the high-desert summer day fading into a warm evening with brilliant skies.

Twilight Ale is a lighter, but full flavored",15.0,0,American-Style Pale Ale,Deschutes Brewery,Bend,Oregon,United States
1044,4712,Brocken Top Bock,6.0,10.0,"Broken Top Bock is a malt forward, high gravity lager with a subtle aroma and warming sweetness.  Czech Saaz hops balance a diverse malt composition that creates the flavor, color and mouth feel.  The lager yeast chosen for this beer plays an important ro",22.0,0,Traditional German-Style Bock,Deschutes Brewery,Bend,Oregon,United States
1045,4713,Brugse Zot,6.0,10.0,"Brugse Zot is a goldenblond beer with a rich froth and a fruity flavouring. The beer is brewed with four different kinds of malt and two aromatic varieties of hop which give the beer its unique taste.
With an alcochol degrees proof of 6 % Vol it is a well",30.0,0,Other Belgian-Style Ales,De Halve Maan,Brugge,West-Vlaanderen,Belgium
1046,4714,Brugse Zot Double,7.0,10.0,"Besides the goldenblond ale, a darker version of the townbeer has been created : Brugse Zot double, with 7,5 % Vol alc. It is brewed with 6 special kinds of malt, which give the beer a rich taste. The worldly renowned Tcheque Saaz hop from Zatec has been ",30.0,0,Other Belgian-Style Ales,De Halve Maan,Brugge,West-Vlaanderen,Belgium
1047,4715,Tongerlo Dubbel Bruin,6.0,10.0,"DOUBLE BROWN 6íÁ
Red brown beer with a smooth gentle aroma, a full flavour and a slightly roasted aftertaste.",30.0,0,Other Belgian-Style Ales,Tongerlo,Westerlo,Antwerp,Belgium
1048,4716,Tongerlo Dubbel  Blond,6.0,10.0,"DOUBLE BLONDE 6íÁ
Copper-coloured beer with a honey aroma, a full and smooth flavour and a gently evolving aftertaste",30.0,0,Other Belgian-Style Ales,Tongerlo,Westerlo,Antwerp,Belgium
1049,4717,Tongerlo Tripple,8.0,10.0,Blond beer with a fruity and hoppy aroma and a balanced flavour with a slightly bitter aftertaste.,22.5,0,Belgian-Style Tripel,Tongerlo,Westerlo,Antwerp,Belgium
1050,4718,Tongerlo Christmas,6.5,10.0,"TONGERLO CHRISTMAS 6,5íÁ
Copper-coloured beer of pure spring barley, with a touch of vanilla in the aroma, a fruity and complex flavour and a smooth aftertaste.",30.0,0,Other Belgian-Style Ales,Tongerlo,Westerlo,Antwerp,Belgium
1051,4720,MonkeyBoy Ale,8.2,10.0,Made for Wedding,17.5,0,Light American Wheat Ale or Lager,Cat's Paw Home Brew,,,United States
1052,4722,Middle Ages Apricot Ale,4.5,10.0,A refreshing and delightful ale with the subtle flavor and aroma of apricots. A wonderful change from the ordinary. This is not a sweet fruit beer.,37.5,0,Fruit Beer,Middle Ages Brewing,Syracuse,New York,United States
1053,4723,Black Heart Stout,6.6,10.0,"Generous portions of roasted barley, black and chocolate malts which leave \coffee\"" overtones lingering on the palate.""",65.0,0,American-Style Stout,Middle Ages Brewing,Syracuse,New York,United States
1054,4724,Druid Fluid,9.5,10.0,"An epic barleywine, made in the tradition of British Farmhouse Brewing. Lavished with a velvety blend of six different malts this is a warming beer with a lush mouthfeel. The complexities your discriminating palate will detect are ever changing as this ba",65.0,0,American-Style Barley Wine Ale,Middle Ages Brewing,Syracuse,New York,United States
1055,4725,Highlander 80/-,5.0,10.0,"A Scottish-style brown ale with an attractive dark cherry color; a soft, lightly chewy body and a hint of licorice in its malt character. Rich and dark yet not too strong. 1996 Best Show at the Chicago Real Ale Festival.",55.0,0,Scotch Ale,Middle Ages Brewing,Syracuse,New York,United States
1056,4726,Kilt Tilter,9.0,10.0,"A Scottish \90/-\"" ale. Brewed only once a year",55.0,0,Scotch Ale,Middle Ages Brewing,Syracuse,New York,United States
1057,4727,Old Marcus Ale,6.6,10.0,Typically Yorkshire. A strong Ale in which all English grown hop varieties are used. The grassy earthy character of Kent Goldings hops is the keynote in the aroma and finish. Try with fish and chips or a meat pie.,25.0,0,Extra Special Bitter,Middle Ages Brewing,Syracuse,New York,United States
1058,4728,Middle Ages Raspberry Ale,4.6,10.0,A scintillating ale with just the right amount of hops and ripe berry flavor.,37.5,0,Fruit Beer,Middle Ages Brewing,Syracuse,New York,United States
1059,4729,Swallow Wit,4.8,10.0,A wheat beer brewed in the style of a Belgian wit bier while using British ingredients. Lite and refreshing spiced with coriander and orange peel.,17.0,0,Belgian-Style White,Middle Ages Brewing,Syracuse,New York,United States
1060,4730,Syracuse Pale Ale,5.0,10.0,A Sparkling golden ale with a complexity of malt and hop flavor brewed in a similar style to a turn of the century Canadian ale.,15.0,0,American-Style Pale Ale,Middle Ages Brewing,Syracuse,New York,United States
1061,4731,Tenth Anniversery Ale,14.5,10.0,"Brewed in the style of an American Double IPA in celebration of our 10th anniversary. This beer is golden in color, has medium to full body, intense hop bitterness, flavor and aroma. Ten additions of American hops are made throughout the brewing process.",35.0,0,Imperial or Double India Pale Ale,Middle Ages Brewing,Syracuse,New York,United States
1062,4732,The Duke of Winship,6.5,10.0,A sensual dark brew with the softness of a Scotch ale crafted with the malt make-up of an English Porter.,55.0,0,Scotch Ale,Middle Ages Brewing,Syracuse,New York,United States
1063,4733,Wailing Wench,8.0,10.0,"Dark and robust brewed in the style of a American strong ale, full bodied and screaming with hops.",,0,Undefined-Ignore,Middle Ages Brewing,Syracuse,New York,United States
1064,4734,Winter Wheat,6.3,10.0,"Subtle Seasonal spices, in this dark, rich wheat beer are smooth and easy for the discerning palate.",17.5,0,Light American Wheat Ale or Lager,Middle Ages Brewing,Syracuse,New York,United States
1065,4735,Wizard's Winter Ale,6.8,10.0,A hearty british style strong ale with a deep chestnut color. A warming elixir that's magically delicious.,,0,Winter Warmer,Middle Ages Brewing,Syracuse,New York,United States
1066,4736,East Coast lager,4.5,10.0,"The East Coast Lager is an easy drinking í¢äåñgoldení¢äå lager with a wonderful balance of crisp malt flavors and flowery hop finish. Built specifically with very low bitter aftertaste, the aroma is as clean as the taste.A difficult beer to brew beca",6.5,1,American-Style Lager,Cricket Hill,Fairfield,New Jersey,United States
1067,4737,Circket Hill American Ale,4.5,10.0,Our American Ale is a favorite everywhere - an amber ale with a wonderful balance of caramel sweetness and hop flavor. The aroma has a slight note of citrus and rock candy. There is not an imported Ale on the market that tastes this fresh!,55.0,0,American-Style Amber/Red Ale,Cricket Hill,Fairfield,New Jersey,United States
1068,4738,Cricket Hill Hopnotic,4.5,10.0,No mere beverage could satisfy the thirst of the courageous and gallant soldiers who stood guardover the colonies of the British Empire. Their thirst could only be quenched by a full-bodied hearty Ale; an Ale balanced with rich flavorful hops. We are prou,82.5,0,American-Style India Pale Ale,Cricket Hill,Fairfield,New Jersey,United States
1069,4741,Gordon,8.7,10.0,"Gordon is a hybrid version of strong ale, somewhere between an Imperial Red and a Double IPA. We make it with six different malts and three types of hops, then dry-hop it with a mutha lode of Amarillo hops. It is 8.7% alcohol by volume, and has 85 Interna",35.0,0,Imperial or Double India Pale Ale,Oskar Blues Grill and Brew,Lyons,Colorado,United States
1070,4742,Dale's Pale Ale,6.5,10.0,"Dale's Pale Ale is our flagship beer and America's first hand-canned craft beer. It's an assertive but deftly balanced beer (somewhere between an American pale ale and an India Pale Ale) brewed with hefty amounts of European malts and American hops.

It f",15.0,0,American-Style Pale Ale,Oskar Blues Grill and Brew,Lyons,Colorado,United States
1071,4743,Old Chub,8.0,10.0,"Old Chub is a Scottish strong ale brewed with hearty amounts of seven different malts, including crystal and chocolate malts, and a smidge of US and UK hops. Old Chub also gets a dash of beechwood-smoked grains imported from Bamburg, Germany, home of the ",55.0,0,Scotch Ale,Oskar Blues Grill and Brew,Lyons,Colorado,United States
1072,4744,Ten Fidy,14.5,10.0,"Ten FIDY Imperial Stout - Now (11-21-07) available in cans, our winter seasonal beer is immensely viscous and loaded with neck-deep flavors of chocolate, malt, coffee, cocoa and oats.

It's the beer equivalent of decadently rich milkshake made with malted",42.5,0,American-Style Imperial Stout,Oskar Blues Grill and Brew,Lyons,Colorado,United States
1073,4745,One Nut Brown Ale,5.0,10.0,This big tasting brew is only available in the brewpub. Very smooth and balanced with a deep clear brown color. Lightly hopped.,30.0,0,American-Style Brown Ale,Oskar Blues Grill and Brew,Lyons,Colorado,United States
1074,4746,Remarkable Vanilla Porter,4.5,10.0,"Awesome Porter! Smooth, the vanilla makes this beer very drinkable.  Enjoy!!",36.0,0,Porter,Breckenridge Brewery,Denver,Colorado,United States
1075,4747,White Ale,4.8,10.0,"This Limited Edition unfiltered Belgian Style Ale, brewed with premium unmatted wheat has a crisp & refreshing flavor. This thirst quenching ale has a blend of sweet orange peel, a subtle hint of coriander and a delicate twist of lemon.",17.0,0,Belgian-Style White,Mendocino Brewing - Saratoga Springs,Saratoga Springs,New York,United States
1076,4748,Samichlaus Bier 2006,14.0,10.0,Brewed only once a year on December 6. Samichlaus is aged for 10 months before bottling. This beer is perhaps the rarest in the world. Samichlaus may be aged for many years to come. Older vintages become more complex with a creamy warming finish.,,0,Undefined-Ignore,Schloss Eggenberg,Vorchdorf,,Austria
1077,4749,Big Porch Ale,5.8,10.0,"This beer is brewed especially for the Grand Hotel located on Mackinaw Island, Michigan.",55.0,0,American-Style Amber/Red Ale,Bell's Brewery Inc.,Galesburg,Michigan,United States
1078,4750,Palm Speciale,5.2,10.0,"Since 250 years Palm, a top-fermented amber beer, is brewed in the Belgian province of Brabant.  It has a soft, full and fruity taste.  It is only available in the Benelux.  In France it is known as \Palm Belgique\"" with 6% alcohol percent.""",55.0,0,American-Style Amber/Red Ale,Palm Breweries,Steenhuffel,Brabant,Belgium
1079,4751,Pilsener Lager,5.6,10.0,"A well hopped medium bodied lager brewed in the Czech style of pilseners. 
This beer displays the distinct flavor and aroma of saaz hops.",20.0,0,German-Style Pilsener,Otto's Pub and Brewery,State College,Pennsylvania,United States
1080,4752,Arthur's Mild Ale,3.2,10.0,A British-style mild ale. Milds are a common ale type in England where session ales are lower in alcohol but not low on flavor. Ours has a strong malt backbone and is very quaffable.,17.0,0,English-Style Pale Mild Ale,Otto's Pub and Brewery,State College,Pennsylvania,United States
1081,4753,KClinger's Brown Ale,4.5,10.0,A brown ale brewed by Otto's for KClinger's Tavern in Hanover Pennsylvania.,30.0,0,American-Style Brown Ale,Otto's Pub and Brewery,State College,Pennsylvania,United States
1082,4754,Old Fugget,11.8,10.0,"A big, bold ale brewed in the style of classic barleywines. Served lightly carbonated through the handpump at cellar temperature.",65.0,0,American-Style Barley Wine Ale,Otto's Pub and Brewery,State College,Pennsylvania,United States
1083,4755,Otto's Hefeweizen,7.1,10.0,A south German style wheat ale. This beer is served traditionally cloudy due to the suspended yeast (hefe=yeast). Strong spicy clove flavors and light banana esters are characteristics of a different yeast strain we are trying.,15.0,0,South German-Style Hefeweizen,Otto's Pub and Brewery,State College,Pennsylvania,United States
1084,4756,Otto's Weizenbock,7.2,10.0,"A strong dark German style wheat bock. This wheat beer is estery like the hefeweizen, but bigger with more of everything.",38.5,0,South German-Style Weizenbock,Otto's Pub and Brewery,State College,Pennsylvania,United States
1085,4757,Dixie Crystal,14.5,10.0,"The Belgian Trippel tradition calls for a moderately heavy grist of golden pilsner malt and \Candy\"" sugar that sends the yeast into overdrive. We used local Dixie Crystal.""",22.5,0,Belgian-Style Tripel,Moon River Brewing Company,Savannah,Georgia,United States
1086,4758,Orange Blossom Pilsner,6.5,10.0,Orange Blossom Pilsner or OBP is an easy drinking craft beer.  Even beer drinkers that prefer lightest of beers enjoy the crisp and refreshing taste of OBP and love is subtle hony nuance.  OBP is the perfect craft beer for the tropical Florida lifestyle.,37.5,0,Fruit Beer,Orlando Brewing,Orlando,Florida,United States
1087,4759,Road Trip Hard Cider,6.4,10.0,"This hard cider is fresh-pressed with delicious, sweet-tart \Pink Lady\"" apples from the Mercier Orchards in the North Georgia mountains.""",37.5,0,Fruit Beer,Moon River Brewing Company,Savannah,Georgia,United States
1088,4760,Wild Wacky Wit,4.8,10.0,"Our Wit (white) beer is an old style Belgian wheat-ale, spiced with Curacao bitter orange peel and corriander. Light and exotic... A party in your mouth!",17.0,0,Belgian-Style White,Moon River Brewing Company,Savannah,Georgia,United States
1089,4761,Savannah Fest,4.9,10.0,"This German-style Festival bier has a rich orange hue. Its medium body is complemented by a Munich malt toastiness and premium German hops which are a blend of Hallertau, Spalt, Hersbruck and Saaz, yielding a spicy, \noble hop\"" aroma.""",25.0,0,German-Style Heller Bock/Maibock,Moon River Brewing Company,Savannah,Georgia,United States
1090,4762,Swamp Fox IPA,7.0,10.0,"Like its namesake, this ale is known for the sneak attack. Hop-heads will enjoy its assertive bitterness and huge floral, dry hop aroma.",82.5,0,American-Style India Pale Ale,Moon River Brewing Company,Savannah,Georgia,United States
1091,4763,The Captains Porter,6.0,10.0,"Our porter is a full bodied, semi-sweet dark ale, with distinct notes of caramel and chocolate. A touch of English grown Fuggles gives balance to the complex malty sweetness. Brewed in the loving memory of our Brew master's grandfather, the Captain.",36.0,0,Porter,Moon River Brewing Company,Savannah,Georgia,United States
1092,4764,Dock Street Amber,6.0,10.0,"Dock Street Amber is a classic, top fermented ale and is the company flagship beer. 

It is brewed with American Cascade hops and two row imported pale and caramel malts and then dry hopped. Our traditional brewing process gives this beer its subtle, comp",55.0,0,American-Style Amber/Red Ale,Dock Street Beer,West Philly,Pennsylvania,United States
1093,4809,Nut Brown Ale,5.0,10.0,"A mild, roasted nut and caramel flavored ale with a deep brown color. It is a medium-bodied beer with a mild to medium hop bitterness and aroma.",30.0,0,American-Style Brown Ale,Michigan Brewing,Webberville,Michigan,United States
1094,4810,Sunset Amber Lager,5.0,10.0,"A refreshing, crisp and clean amber colored lager. Made in a Vienna-style with distinct caramel malt flavor and aroma.",6.5,1,American-Style Lager,Michigan Brewing,Webberville,Michigan,United States
1095,4811,Peninsula Porter,5.0,10.0,"Full-flavored and robust ale with heavy notes of roasted malt. There are hints of coffee and chocolate flavors, complimented by medium hop bitterness and a hint of smokiness.",36.0,0,Porter,Michigan Brewing,Webberville,Michigan,United States
1096,4812,Wheatland Wheat,5.0,10.0,"True Hefeweizen yeast and malted wheat give this ale its authentic German flavor and aroma. Hints of banana flavor and aroma are present in this medium to full bodied, pale colored cloudy, unfiltered ale.",15.0,0,American-Style Pale Ale,Michigan Brewing,Webberville,Michigan,United States
1097,4813,Celis Raspberry,3.9,10.0,"An authentic Belgian fruit flavored and spiced ale with a pronounced raspberry flavor and aroma, accented by orange peel and coriander. Clear and bright golden color with a raspberry tint.",30.0,0,Other Belgian-Style Ales,Michigan Brewing,Webberville,Michigan,United States
1098,4814,Celis Pale Bock,3.9,10.0,"A Belgian, lightly spiced pale ale. This caramel colored, light-bodied brew has a mild caramel flavor, a hint of orange peel and coriander and slight hop bitterness.",30.0,0,Other Belgian-Style Ales,Michigan Brewing,Webberville,Michigan,United States
1099,4815,Celis Grand Cru,7.6,10.0,"A GABF Gold Medal winner for 2007, this Belgian style strong ale, bright and golden colored is brewed with a hint of orange peel and coriander. This balanced, pleasant to drink brew, will sneak up on you. Consume with caution.",30.0,0,Other Belgian-Style Ales,Michigan Brewing,Webberville,Michigan,United States
1100,4816,Big Mac,5.0,10.0,"Made popular in the 19th century in Dortmunder, Germany, these pale golden lagers exhibit a classic clean character with notes of biscuity malts. Bitterness is akin to a German Pilsner with an aromatic aroma. Mouthfeel is firm and even, with an overall dr",6.5,1,American-Style Lager,Michigan Brewing,Webberville,Michigan,United States
1101,4817,Bavarian Dark,4.0,10.0,"A Russett colored brown ale with a thinner but well defined white head, grainy aromas with a touch of caramel  flavors.",30.0,0,American-Style Brown Ale,Michigan Brewing,Webberville,Michigan,United States
1102,4818,Hamtramck,4.0,10.0,"Brightly filtered, highly carbonated, golden premium-style lager. It is lightly hopped with Polish Lublin hops. The beer will appeal to those who prefer the lighter American style beers.",6.5,1,American-Style Lager,Michigan Brewing,Webberville,Michigan,United States
1103,4819,Superior Stout,5.2,10.0,"All the good stuff and just a little bit more. Michigan Brewing Company is proud to offer this thick and creamy stout with all the roasted, coffee-like flavor you can handle. Need we say more?",65.0,0,American-Style Stout,Michigan Brewing,Webberville,Michigan,United States
1104,4820,Hite,4.5,10.0,Hite lager is golden in colour and is styled upon traditional European and American lagers.,6.5,1,American-Style Lager,Hite Brewery,Seoul,,"Korea, Republic of"
1105,4821,OB Lager,4.4,10.0,"OB Lager is a pale lager available in cans and bottles, and served on draft in Korea.",6.5,1,American-Style Lager,Oriental Brewery,,,"Korea, Republic of"
1106,4822,Noblesse,6.0,10.0,"pure malt blond ale with a touch of wheat malt.
great hop-aroma  due to hop-filtering the hot wort.
bottle-conditioned.",35.0,0,Golden or Blonde Ale,de dochter van de korenaar,baarle-hertog,,Belgium
1107,4823,Bravoure,7.0,10.0,copper -coloured complex tasting ale with a soft smokey taste combined with some caramel-malt to give it a long lasting chocolate-like aftertaste,,0,Undefined-Ignore,de dochter van de korenaar,baarle-hertog,,Belgium
1108,4824,Russian River IPA,6.5,10.0,"An abundance of hops and malt are added to our IPA to create and preserve its distinctive flavors. Not only do we use generous portions of hops in the kettle, but we also dry hop this ale for one week after fermentation. The dry hopping process adds to th",82.5,0,American-Style India Pale Ale,Russian River Brewing,Santa Rosa,California,United States
1109,4827,Parking Violation,5.6,10.0,"Wouldn't it suck to have a job where nobody likes you? And, regardless of your name, people always call you Rita, as in \Lovely Rita?\"" Sometimes people just shorten it to the simpler \""meter maid.\"" The funny thing about that is the Webster dictionary de",15.0,0,American-Style Pale Ale,Russian River Brewing,Santa Rosa,California,United States
1110,4828,Beer Esteem,5.6,10.0,"\If you can't feel good about your beer... what else is worth feeling good about.\""
We call Beer Esteem a California Common because it is brewed with a lager yeast and it is fermented at warmer ale temperatures. However",6.5,1,American-Style Lager,Russian River Brewing,Santa Rosa,California,United States
1111,4829,Vienna Red Lager,5.0,10.0,"This amber Austrian lager has a distinct bready malt aroma and flavor, followed by a crisp, clean finish typical of lager styles. The nose also shows plenty of the spicy hop aroma contributed by the use of Saaz hops.",6.5,1,American-Style Lager,Iron Hill Brewery - Wilmingon,Wilmington,Delaware,United States
1112,4830,Mars - Belgian Imperial Red IPA,8.7,10.0,"Named after the Roman god of war, Mars radiates red color and brilliant beauty yet enrages the taste buds with wrathful force.  This Imperial IPA seizes its intense bitterness from an immense amount of hops.  Belgian yeast retaliates, adding complexity an",35.0,0,Imperial or Double India Pale Ale,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
1113,4831,Earth - Belgian Style Chocolate Milk Stout,5.0,10.0,Mother Earth is the rich fertile í¢äåñlivingí¢äå planet. Our EARTH combines pale and dark malts for essential body. Cocoa nibsí¢äåäódecadent chocolate in its most elemental formí¢äåäóadd distinction. Lush lactose creates incredible creaminess. Bu,30.0,0,Sweet Stout,Midnight Sun Brewing Co.,Anchorage,Alaska,United States
